Gene_ID,Gene_Annotation ,Expression_values,Gene_length,Unique_gene_reads,Total_gene_reads,RPKM
g10383.t1,2-oxoisovalerate dehydrogenase subunit beta,1711,2538,1711,3174,62.4802
g10384.t1,2-nitropropane dioxygenase family,2136,1791,2136,4729,131.9171
g10385.t1,Not Available,12,1002,12,12,0.5983
g10386.t1,hypothetical protein CH063_09038 [Colletotrichum higginsianum],53,426,53,77,9.0304
g10387.t1,Not Available,7,279,7,18,3.2233
g10388.t1,Not Available,12,606,12,12,0.9893
g10389.t1,hypothetical protein GLRG_08839 [Glomerella graminicola M1.001],954,3147,954,1725,27.3854
g1039.t1,hypothetical protein MAP1839 [Mycobacterium avium subsp. paratuberculosis K-10],50,1605,50,100,3.1128
g10390.t1,30s ribosomal protein s7,67,933,67,145,7.7645
g10391.t1,Not Available,1,1161,1,2,0.0861
g10392.t1,usp domain-containing protein,1275,1938,1275,3732,96.2089
g10393.t1,Not Available,1,1707,1,5,0.1463
g10394.t1,Not Available,1088,2874,1088,3300,57.3660
g10395.t1,polyadenylate-binding protein,152,2271,152,532,11.7037
g10396.t1,e3 ubiquitin-protein ligase,400,3441,400,618,8.9729
g10397.t1,Not Available,0,1278,0,0,0.0000
g10398.t1,Not Available,41,819,41,49,2.9891
g10399.t1,glycoside hydrolase family 92 protein,265,2514,265,524,10.4134
g104.t1,Not Available,1,963,1,1,0.0519
g1040.t1,26s protease regulatory subunit 8,1310,1386,1310,2906,104.7514
g10400.t1,Not Available,0,1590,0,0,0.0000
g10401.t1,electron transfer flavoprotein-ubiquinone oxidoreductase,383,1866,383,1390,37.2161
g10402.t1,phage spo1 dna polymerase-related protein,1,1494,1,8,0.2675
g10403.t1,Not Available,659,1323,659,1728,65.2546
g10404.t1,tata-box binding protein,501,876,501,1734,98.8945
g10405.t1,Not Available,2,3264,2,9,0.1378
g10406.t1,fructosyl-amino acid oxidase,30,1428,30,174,6.0876
g10407.t1,coatamer subunit protein,189,2394,189,750,15.6518
g10408.t1,grisea protein,3367,2007,3367,4109,102.2860
g10409.t1,Not Available,583,1122,583,664,29.5667
g1041.t1,calcium permease,1237,3414,1237,2912,42.6143
g10410.t1,Not Available,961,597,961,1412,118.1647
g10411.t1,Not Available,48,2394,48,134,2.7965
g10412.t1,hypothetical protein HMPREF1120_01973 [Exophiala dermatitidis NIH/UT8656],23,1065,23,99,4.6442
g10413.t1,nicotinamide n-methyltransferase,102,774,102,184,11.8769
g10414.t1,phytanoyl- dioxygenase,519,921,519,703,38.1349
g10415.t1,mfs transporter,16,1416,16,16,0.5645
g10416.t1,beta-glucosidase 2,2,2463,2,2,0.0406
g10417.t1,Not Available,0,798,0,0,0.0000
g10418.t1,mfs transporter,65,1497,65,86,2.8701
g10419.t1,Not Available,0,411,0,2,0.2431
g1042.t1,Not Available,8,2706,8,23,0.4246
g10420.t1,Not Available,1,501,1,2,0.1994
g10421.t1,Not Available,685,1494,685,685,22.9069
g10422.t1,Not Available,11035,426,11035,11035,1294.1660
g10423.t1,Not Available,1340,1143,1340,4309,188.3465
g10424.t1,casein kinase i,9023,1557,9023,23687,760.0615
g10425.t1,ankyrin repeat protein,414,1638,414,414,12.6274
g10426.t1,pectin lyase a precursor,12,1140,12,20,0.8765
g10427.t1,Not Available,3,831,3,14,0.8417
g10428.t1,Not Available,0,1176,0,0,0.0000
g10429.t1,Not Available,3,1839,3,5,0.1358
g1043.t1,Not Available,12,462,12,12,1.2977
g10430.t1,hypothetical protein [Podospora anserina S mat+],136,897,136,231,12.8661
g10431.t1,peptidoglycan binding domain-containing protein,35,2532,35,38,0.7498
g10432.t1,Not Available,0,900,0,0,0.0000
g10433.t1,polyunsaturated fatty acid conjugated linoleic acid-producing,3,1401,3,3,0.1070
g10434.t1,Not Available,136,1278,136,399,15.5980
g10435.t1,histidine acid,1414,1449,1414,3953,136.2968
g10436.t1,Not Available,7,396,7,7,0.8831
g10437.t1,Not Available,2,1794,2,11,0.3063
g10438.t1,high-affinity glucose transporter ght2,13,1617,13,82,2.5336
g10439.t1,nucleoside-diphosphate-sugar epimerase,22,711,22,22,1.5459
g1044.t1,cytidylyltransferase family protein,426,1161,426,497,21.3871
g10440.t1,c6 transcription factor,22,1929,22,25,0.6475
g10441.t1,cupin 2 domain-containing protein,31,1677,31,55,1.6385
g10442.t1,Not Available,0,354,0,1,0.1411
g10443.t1,neutral amino acid permease,2,1440,2,2,0.0694
g10444.t1,lactam utilization protein,17,759,17,17,1.1190
g10445.t1,ornithine aminotransferase,5,1383,5,8,0.2890
g10446.t1,Not Available,0,804,0,1,0.0621
g10447.t1,urea,2,3735,2,2,0.0268
g10448.t1,methyltransferase domain-containing protein,749,1740,749,972,27.9090
g10449.t1,Not Available,4,477,4,10,1.0474
g1045.t1,Not Available,195,702,195,221,15.7283
g10450.t1,hypothetical protein FG09457.1 [Gibberella zeae PH-1],2415,1941,2415,5489,141.2846
g10451.t1,Not Available,0,1167,0,1,0.0428
g10452.t1,Not Available,7,405,7,7,0.8635
g10453.t1,kinase-like protein,18,1053,18,24,1.1387
g10454.t1,Not Available,0,333,0,1,0.1500
g10455.t1,Not Available,3,657,3,3,0.2281
g10456.t1,Not Available,17,891,17,17,0.9532
g10457.t1,Not Available,117,1632,117,606,18.5515
g10458.t1,t-complex protein 1 subunit epsilon,466,1656,466,2373,71.5920
g10459.t1,mfs monocarboxylate transporter,142,1335,142,147,5.5013
g1046.t1,Not Available,12,237,12,16,3.3729
g10460.t1,Not Available,0,546,0,0,0.0000
g10461.t1,elongation factor 1-alpha,968,2643,968,1638,30.9631
g10462.t1,elongation factor 1-alpha,0,621,0,2,0.1609
g10463.t1,Not Available,45,420,45,133,15.8208
g10464.t1,glucose-regulated protein,2089,1986,2089,7615,191.5658
g10465.t1,nad-specific glutamate dehydrogenase encoded in antisense gene pair with dnakj,2,2094,2,14,0.3340
g10466.t1,snare domain-containing protein,1637,1269,1637,2618,103.0707
g10467.t1,Not Available,6,924,6,11,0.5948
g10468.t1,ubiquitin carboxyl-terminal hydrolase 2,784,5262,784,1430,13.5773
g10469.t1,Not Available,1,336,1,3,0.4461
g1047.t1,Not Available,2,564,2,3,0.2657
g10470.t1,Not Available,61,1773,61,157,4.4240
g10471.t1,chy zinc finger domain protein,699,2157,699,1007,23.3242
g10472.t1,Not Available,57,585,57,59,5.0388
g10473.t1,Not Available,26,528,26,63,5.9612
g10474.t1,Not Available,0,300,0,1,0.1665
g10475.t1,Not Available,57,405,57,57,7.0315
g10476.t1,glycerol kinase,1208,2880,1208,3326,57.6975
g10477.t1,Not Available,185,1734,185,743,21.4076
g10478.t1,Not Available,156,1056,156,783,37.0446
g10479.t1,mannose-1-phosphate guanyltransferase,1047,1095,1047,5152,235.0656
g1048.t1,Not Available,21,5322,21,49,0.4600
g10480.t1,hypothetical protein CMQ_2599 [Grosmannia clavigera kw1407],95,1311,95,95,3.6203
g10481.t1,Not Available,27,753,27,27,1.7914
g10482.t1,Not Available,0,798,0,0,0.0000
g10483.t1,beta subunit of hypothetical caax farnesyltransferase,171,1431,171,249,8.6933
g10484.t1,Not Available,7,327,7,8,1.2223
g10485.t1,hypothetical protein SS1G_07220 [Sclerotinia sclerotiorum 1980],144,1011,144,211,10.4270
g10486.t1,Not Available,0,267,0,0,0.0000
g10487.t1,Not Available,18,540,18,19,1.7579
g10488.t1,Not Available,36,843,36,36,2.1335
g10489.t1,fungal transcriptional regulatory protein,8948,2616,8948,11545,220.4872
g1049.t1,conserved leucine-rich repeat protein,188,5760,188,541,4.6925
g10490.t1,Not Available,0,888,0,1,0.0563
g10491.t1,Not Available,1,612,1,2,0.1633
g10492.t1,cytochrome c mitochondrial import factor,129,1248,129,175,7.0057
g10493.t1,anaphase-promoting complex subunit cut9,2858,4563,2858,3503,38.3546
g10494.t1,centromere microtubule binding protein cbf5,387,3300,387,466,7.0550
g10495.t1,centromere microtubule binding protein cbf5-like protein,4211,1212,4211,5682,234.2210
g10496.t1,Not Available,42,981,42,42,2.1390
g10497.t1,protein,738,3579,738,1146,15.9974
g10498.t1,carbon-nitrogen family protein,919,2835,919,1625,28.6370
g10499.t1,Not Available,53,2913,53,56,0.9605
g105.t1,finger protein,227,2124,227,287,6.7508
g1050.t1,protamine p1,289,3081,289,299,4.8485
g10500.t1,Not Available,0,1314,0,0,0.0000
g10501.t1,Not Available,164,453,164,253,27.9029
g10502.t1,lpxtg-domain-containing protein,770,2262,770,1306,28.8455
g10503.t1,centromere microtubule-binding protein cbf5,1005,1647,1005,1857,56.3308
g10504.t1,hypothetical protein FG07201.1 [Gibberella zeae PH-1],945,348,945,945,135.6688
g10505.t1,replication factor c subunit 4,122,1062,122,206,9.6910
g10506.t1,hypothetical protein [Paramecium tetraurelia strain d4-2],18,837,18,35,2.0892
g10507.t1,Not Available,2,3090,2,9,0.1455
g10508.t1,phospholipid-translocating p-type atpase,718,3939,718,1380,17.5033
g10509.t1,lpxtg-domain-containing protein,199,1308,199,256,9.7782
g1051.t1,Not Available,0,666,0,0,0.0000
g10510.t1,80 kd mcm3-associated protein,1111,4278,1111,1867,21.8037
g10511.t1,Not Available,0,747,0,0,0.0000
g10512.t1,Not Available,9,2415,9,15,0.3103
g10513.t1,low temperature viability protein,434,2790,434,786,14.0749
g10514.t1,nucleolar gtp-binding protein,691,1926,691,1226,31.8025
g10515.t1,acyl- dehydrogenase family member 11,912,1389,912,2957,106.3595
g10516.t1,atp-dependent dna ligase domain-containing protein,17,4233,17,31,0.3659
g10517.t1,Not Available,4,1530,4,16,0.5225
g10518.t1,Not Available,0,618,0,0,0.0000
g10519.t1,mynd finger,28,1044,28,36,1.7228
g1052.t1,inositol hexakisphosphate kinase,2770,4122,2770,3846,46.6153
g10520.t1,Not Available,0,444,0,0,0.0000
g10521.t1,Not Available,0,1329,0,1,0.0376
g10522.t1,flavin-containing monooxygenase,1151,1899,1151,2322,61.0892
g10523.t1,Not Available,0,510,0,0,0.0000
g10524.t1,Not Available,0,267,0,0,0.0000
g10525.t1,lactose permease,169,1620,169,230,7.0932
g10526.t1,Not Available,0,1089,0,0,0.0000
g10527.t1,cation diffusion facilitator 1,752,1254,752,1438,57.2913
g10528.t1,Not Available,222,4566,222,686,7.5061
g10529.t1,coatomer beta subunit,1305,2748,1305,3137,57.0328
g1053.t1,glycosyltransferase family 4 protein,392,2604,392,776,14.8884
g10530.t1,mannitol-1-phosphate 5-dehydrogenase,11320,1176,11320,54266,2305.4078
g10531.t1,Not Available,13,744,13,13,0.8730
g10532.t1,Not Available,53,522,53,53,5.0726
g10533.t1,glucose-6-phosphate isomerase,3255,3543,3255,6894,97.2137
g10534.t1,helicase a859l,1220,4383,1220,2322,26.4678
g10535.t1,Not Available,93,789,93,248,15.7037
g10536.t1,serine threonine-protein kinase gad8,1920,2739,1920,3695,67.3984
g10537.t1,Not Available,4,810,4,5,0.3084
g10538.t1,quinone oxidoreductase,25,1092,25,32,1.4640
g10539.t1,Not Available,0,303,0,2,0.3298
g1054.t1,enoyl- hydratase isomerase family protein,1070,2919,1070,2294,39.2633
g10540.t1,hypothetical protein NECHADRAFT_85121 [Nectria haematococca mpVI 77-13-4],185,918,185,231,12.5718
g10541.t1,Not Available,0,408,0,0,0.0000
g10542.t1,arsenic resistance protein,2,870,2,2,0.1149
g10543.t1,Not Available,4,1188,4,5,0.2103
g10544.t1,siderophore iron,26,1896,26,31,0.8169
g10545.t1,Not Available,0,549,0,0,0.0000
g10546.t1,protein,512,2112,512,655,15.4944
g10547.t1,Not Available,62,1188,62,69,2.9017
g10548.t1,conserved hypothetical protein [Verticillium albo-atrum VaMs.102],2,1011,2,2,0.0988
g10549.t1,conserved hypothetical protein [Aspergillus terreus NIH2624],0,312,0,0,0.0000
g1055.t1,serine threonine protein,1124,4125,1124,3042,36.8436
g10550.t1,hypothetical protein CH063_02122 [Colletotrichum higginsianum],189,2397,189,523,10.9009
g10551.t1,hypothetical protein CHGG_04235 [Chaetomium globosum CBS 148.51],157,5426,157,600,5.5246
g10552.t1,u1 snrnp-associated protein usp107,451,2916,451,1894,32.4504
g10553.t1,Not Available,1,318,1,7,1.0998
g10554.t1,ubiquinol-cytochrome-c reductase cytochrome c1,2,898,2,2,0.1113
g10555.t1,protein,0,2202,0,0,0.0000
g10556.t1,Not Available,0,789,0,0,0.0000
g10557.t1,hypothetical protein MAC_03273 [Metarhizium acridum CQMa 102],0,2043,0,0,0.0000
g10558.t1,protein,2,4857,2,2,0.0206
g10559.t1,Not Available,0,579,0,0,0.0000
g1056.t1,Not Available,72,2313,72,242,5.2272
g10560.t1,Not Available,0,480,0,0,0.0000
g10561.t1,protein,0,462,0,0,0.0000
g10562.t1,Not Available,7,513,7,7,0.6817
g10563.t1,Not Available,13,384,13,13,1.6914
g10564.t1,ankyrin repeat protein,2,1446,2,2,0.0691
g10565.t1,fad-binding domain-containing protein,0,1728,0,0,0.0000
g10566.t1,Not Available,0,2061,0,0,0.0000
g10567.t1,casein kinase i,10,4461,10,10,0.1120
g10568.t1,Not Available,0,639,0,0,0.0000
g10569.t1,hypothetical protein FOXB_16525 [Fusarium oxysporum Fo5176],164,1578,164,182,5.7622
g1057.t1,Not Available,4,525,4,4,0.3807
g10570.t1,Not Available,0,525,0,1,0.0952
g10571.t1,Not Available,12,1023,12,15,0.7326
g10572.t1,non-ribosomal peptide synthetase,97,4713,97,98,1.0389
g10573.t1,Not Available,478,2181,478,937,21.4640
g10574.t1,abc transporter transmembrane region 2,1759,2577,1759,3295,63.8805
g10575.t1,diphthamide biosynthesis protein 3,220,3441,220,908,13.1834
g10576.t1,leucyl-trna synthetase,710,3309,710,2880,43.4833
g10577.t1,ap-3 complex subunit sigma,745,1896,745,895,23.5837
g10578.t1,hypothetical protein GLRG_06822 [Glomerella graminicola M1.001],382,3327,382,498,7.4783
g10579.t1,cytochrome-c oxidase chain viic,4515,987,4515,4604,233.0480
g1058.t1,Not Available,42,1170,42,98,4.1847
g10580.t1,pentatricopeptide repeat protein,1078,3864,1078,1812,23.4287
g10581.t1,37s ribosomal protein rsm25,73,726,73,241,16.5847
g10582.t1,Not Available,128,948,128,280,14.7563
g10583.t1,hypothetical protein NECHADRAFT_89660 [Nectria haematococca mpVI 77-13-4],740,2511,740,1094,21.7670
g10584.t1,Not Available,0,405,0,0,0.0000
g10585.t1,Not Available,16,840,16,37,2.2006
g10586.t1,tyrosine phosphatase,212,885,212,355,20.0407
g10587.t1,hypothetical protein CH063_13430 [Colletotrichum higginsianum],78,1116,78,127,5.6855
g10588.t1,Not Available,25,1863,25,52,1.3945
g10589.t1,kelch repeat protein,200,2139,200,398,9.2961
g1059.t1,related to lipoyltransferase,36,1239,36,80,3.2259
g10590.t1,Not Available,239,1089,239,494,22.6635
g10591.t1,er associated chaperone,571,1041,571,1184,56.8235
g10592.t1,duf544 domain-containing protein,921,2469,921,1475,29.8468
g10593.t1,Not Available,56,1665,56,118,3.5407
g10594.t1,steroid 5 alpha-reductase,132,1581,132,245,7.7421
g10595.t1,kynurenine-oxoglutarate transaminase,513,1728,513,1211,35.0129
g10596.t1,Not Available,1,567,1,4,0.3525
g10597.t1,hormone-sensitive lipase,1629,2160,1629,3694,85.4418
g10598.t1,Not Available,15,1677,15,38,1.1321
g10599.t1,transcription factor,217,3048,217,311,5.0977
g106.t1,dihydrodipicolinate synthetase,360,945,360,533,28.1788
g1060.t1,chorismate synthase,20,3459,20,81,1.1699
g10600.t1,Not Available,53,2463,53,80,1.6228
g10601.t1,Not Available,0,459,0,0,0.0000
g10602.t1,Not Available,0,657,0,0,0.0000
g10603.t1,Not Available,6,804,6,6,0.3728
g10604.t1,Not Available,10,1110,10,34,1.5303
g10605.t1,Not Available,0,687,0,4,0.2909
g10606.t1,hypothetical protein GLRG_06526 [Glomerella graminicola M1.001],559,1521,559,611,20.0696
g10607.t1,mediator of rna polymerase ii transcription subunit 7,286,960,286,320,16.6535
g10608.t1,eukaryotic membrane protein family,4112,4644,4112,7664,82.4500
g10609.t1,Not Available,40,2181,40,100,2.2907
g1061.t1,Not Available,79,1263,79,631,24.9605
g10610.t1,Not Available,18,1005,18,21,1.0440
g10611.t1,Not Available,3,696,3,6,0.4307
g10612.t1,dienelactone hydrolase,432,762,432,1190,78.0224
g10613.t1,Not Available,142,2139,142,235,5.4889
g10614.t1,wd repeat containing protein pop1,722,3066,722,2264,36.8919
g10615.t1,Not Available,0,1296,0,0,0.0000
g10616.t1,Not Available,34,960,34,98,5.1001
g10617.t1,hypothetical protein GLRG_06516 [Glomerella graminicola M1.001],877,1662,877,1713,51.4936
g10618.t1,filament-forming protein,353,8181,353,1625,9.9237
g10619.t1,formylmethionine deformylase-like protein,518,8481,518,2290,13.4901
g1062.t1,pathway-specific nitrogen regulator,209,3465,209,339,4.8879
g10620.t1,Not Available,6,1035,6,9,0.4344
g10621.t1,Not Available,0,582,0,1,0.0858
g10622.t1,u1 zinc finger domain-containing protein,95,894,95,294,16.4300
g10623.t1,Not Available,0,732,0,2,0.1365
g10624.t1,covalently-linked cell wall protein,1,864,1,1,0.0578
g10625.t1,Not Available,0,612,0,1,0.0816
g10626.t1,tol protein,6,1152,6,6,0.2602
g10627.t1,heterokaryon incompatibility protein,2,1179,2,2,0.0848
g10628.t1,Not Available,0,237,0,0,0.0000
g10629.t1,major facilitator superfamily protein,0,1473,0,0,0.0000
g1063.t1,mitochondrial phosphate carrier protein,4503,1647,4503,7564,229.4485
g10630.t1,Not Available,0,273,0,0,0.0000
g10631.t1,Not Available,0,540,0,1,0.0925
g10632.t1,c2h2 transcription factor,57,2388,57,59,1.2344
g10633.t1,glycerate dehydrogenase,2,972,2,3,0.1542
g10634.t1,Not Available,0,300,0,1,0.1665
g10635.t1,Not Available,1,678,1,1,0.0737
g10636.t1,class ii aldolase adducin domain containing protein,0,903,0,0,0.0000
g10637.t1,glycoside hydrolase family 78 protein,39,2478,39,51,1.0282
g10638.t1,Not Available,0,1236,0,2,0.0808
g10639.t1,hypothetical protein GLRG_00460 [Glomerella graminicola M1.001],140,863,140,417,24.1408
g1064.t1,Not Available,466,1380,466,819,29.6505
g10640.t1,Not Available,0,742,0,3,0.2020
g10641.t1,u6 small nuclear ribonucleoprotein,434,291,434,434,74.5116
g10642.t1,nudix domain-containing protein,137,648,137,137,10.5626
g10643.t1,arrestin domain-containing protein,935,2712,935,2150,39.6074
g10644.t1,Not Available,29,1914,29,91,2.3753
g10645.t1,Not Available,56,1578,56,112,3.5460
g10646.t1,gtp-binding protein 1,408,1848,408,811,21.9253
g10647.t1,dna binding regulatory protein,3168,4032,3168,4183,51.8316
g10648.t1,Not Available,196,2208,196,307,6.9465
g10649.t1,Not Available,2,504,2,2,0.1983
g1065.t1,vacuolar membrane protein,1529,5544,1529,2300,20.7268
g10650.t1,Not Available,13,1680,13,13,0.3866
g10651.t1,catabolic 3-dehydroquinase,1178,3897,1178,1412,18.1022
g10652.t1,eukaryotic aspartyl protease,213,2253,213,258,5.7212
g10653.t1,Not Available,51,1221,51,53,2.1686
g10654.t1,Not Available,71,951,71,100,5.2535
g10655.t1,Not Available,2,744,2,2,0.1343
g10656.t1,Not Available,0,276,0,0,0.0000
g10657.t1,Not Available,0,1149,0,0,0.0000
g10658.t1,Not Available,3,1974,3,3,0.0759
g10659.t1,dna repair protein rad5,898,10044,898,1873,9.3166
g1066.t1,Not Available,14,2436,14,26,0.5332
g10660.t1,squalene phytoene synthase,86,1089,86,138,6.3311
g10661.t1,37s ribosomal protein mrp17,247,1056,247,450,21.2900
g10662.t1,Not Available,9,426,9,12,1.4073
g10663.t1,Not Available,103,405,103,136,16.7769
g10664.t1,brca1 c terminus domain-containing protein,85,2361,85,135,2.8567
g10665.t1,Not Available,6,1002,6,62,3.0914
g10666.t1,amidase family protein,31,1665,31,42,1.2603
g10667.t1,Not Available,0,1278,0,0,0.0000
g10668.t1,hypothetical protein VDAG_04725 [Verticillium dahliae VdLs.17],37,825,37,43,2.6040
g10669.t1,Not Available,1,429,1,2,0.2329
g1067.t1,tbc domain-containing protein,712,4884,712,1267,12.9607
g10670.t1,Not Available,8,1515,8,11,0.3627
g10671.t1,biotrophy-associated secreted protein 2,4,306,4,8,1.3062
g10672.t1,short chain dehydrogenase family protein,69,765,69,84,5.4859
g10673.t1,bifunctional p-450:nadph-p450 reductase,352,4197,352,694,8.2613
g10674.t1,Not Available,3,1863,3,10,0.2682
g10675.t1,mfs transporter,26,2355,26,43,0.9122
g10676.t1,pisatin demethylase,235,1533,235,367,11.9606
g10677.t1,endo- -beta-xylanase,0,1749,0,1,0.0286
g10678.t1,Not Available,0,570,0,0,0.0000
g10679.t1,hypothetical protein FG02964.1 [Gibberella zeae PH-1],340,531,340,382,35.9415
g1068.t1,Not Available,0,1056,0,3,0.1419
g10680.t1,Not Available,0,1752,0,0,0.0000
g10681.t1,sugar transporter,0,1569,0,0,0.0000
g10682.t1,hypothetical protein GLRG_01121 [Glomerella graminicola M1.001],119,939,119,235,12.5034
